trade_date,symbol,skip_reason,csv_path
2026-04-12,9412.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-12\9412.T.csv
2026-04-12,9432.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-12\9432.T.csv
2026-04-12,9434.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-12\9434.T.csv
2026-04-12,9984.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-12\9984.T.csv
2026-04-18,1306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\1306.T.csv
2026-04-18,1321.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\1321.T.csv
2026-04-18,5016.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\5016.T.csv
2026-04-18,5803.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\5803.T.csv
2026-04-18,6315.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\6315.T.csv
2026-04-18,6501.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\6501.T.csv
2026-04-18,6526.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\6526.T.csv
2026-04-18,6857.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\6857.T.csv
2026-04-18,6890.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\6890.T.csv
2026-04-18,6920.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\6920.T.csv
2026-04-18,7003.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\7003.T.csv
2026-04-18,7011.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\7011.T.csv
2026-04-18,7012.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\7012.T.csv
2026-04-18,7013.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\7013.T.csv
2026-04-18,7203.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\7203.T.csv
2026-04-18,7974.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\7974.T.csv
2026-04-18,8001.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\8001.T.csv
2026-04-18,8002.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\8002.T.csv
2026-04-18,8031.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\8031.T.csv
2026-04-18,8058.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\8058.T.csv
2026-04-18,8136.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\8136.T.csv
2026-04-18,8306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\8306.T.csv
2026-04-18,8473.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\8473.T.csv
2026-04-18,9412.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\9412.T.csv
2026-04-18,9432.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\9432.T.csv
2026-04-18,9434.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\9434.T.csv
2026-04-18,9984.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-18\9984.T.csv
2026-04-19,1306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\1306.T.csv
2026-04-19,1321.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\1321.T.csv
2026-04-19,5016.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\5016.T.csv
2026-04-19,5803.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\5803.T.csv
2026-04-19,6315.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\6315.T.csv
2026-04-19,6501.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\6501.T.csv
2026-04-19,6526.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\6526.T.csv
2026-04-19,6857.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\6857.T.csv
2026-04-19,6890.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\6890.T.csv
2026-04-19,6920.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\6920.T.csv
2026-04-19,7003.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\7003.T.csv
2026-04-19,7011.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\7011.T.csv
2026-04-19,7012.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\7012.T.csv
2026-04-19,7013.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\7013.T.csv
2026-04-19,7203.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\7203.T.csv
2026-04-19,7974.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\7974.T.csv
2026-04-19,8001.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\8001.T.csv
2026-04-19,8002.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\8002.T.csv
2026-04-19,8031.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\8031.T.csv
2026-04-19,8058.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\8058.T.csv
2026-04-19,8136.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\8136.T.csv
2026-04-19,8306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\8306.T.csv
2026-04-19,8473.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\8473.T.csv
2026-04-19,9412.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\9412.T.csv
2026-04-19,9432.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\9432.T.csv
2026-04-19,9434.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\9434.T.csv
2026-04-19,9984.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-19\9984.T.csv
2026-04-20,1306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\1306.T.csv
2026-04-20,1321.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\1321.T.csv
2026-04-20,5016.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\5016.T.csv
2026-04-20,5803.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\5803.T.csv
2026-04-20,6315.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\6315.T.csv
2026-04-20,6501.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\6501.T.csv
2026-04-20,6526.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\6526.T.csv
2026-04-20,6857.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\6857.T.csv
2026-04-20,6890.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\6890.T.csv
2026-04-20,6920.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\6920.T.csv
2026-04-20,7003.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\7003.T.csv
2026-04-20,7011.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\7011.T.csv
2026-04-20,7012.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\7012.T.csv
2026-04-20,7013.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\7013.T.csv
2026-04-20,7203.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\7203.T.csv
2026-04-20,7974.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\7974.T.csv
2026-04-20,8001.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\8001.T.csv
2026-04-20,8002.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\8002.T.csv
2026-04-20,8031.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\8031.T.csv
2026-04-20,8058.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\8058.T.csv
2026-04-20,8136.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\8136.T.csv
2026-04-20,8306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\8306.T.csv
2026-04-20,8473.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\8473.T.csv
2026-04-20,9412.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\9412.T.csv
2026-04-20,9432.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\9432.T.csv
2026-04-20,9434.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\9434.T.csv
2026-04-20,9984.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-20\9984.T.csv
2026-04-25,1306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\1306.T.csv
2026-04-25,1321.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\1321.T.csv
2026-04-25,5016.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\5016.T.csv
2026-04-25,5803.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\5803.T.csv
2026-04-25,6315.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\6315.T.csv
2026-04-25,6501.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\6501.T.csv
2026-04-25,6526.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\6526.T.csv
2026-04-25,6857.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\6857.T.csv
2026-04-25,6890.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\6890.T.csv
2026-04-25,6920.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\6920.T.csv
2026-04-25,7003.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\7003.T.csv
2026-04-25,7011.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\7011.T.csv
2026-04-25,7012.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\7012.T.csv
2026-04-25,7013.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\7013.T.csv
2026-04-25,7203.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\7203.T.csv
2026-04-25,7974.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\7974.T.csv
2026-04-25,8001.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\8001.T.csv
2026-04-25,8002.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\8002.T.csv
2026-04-25,8031.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\8031.T.csv
2026-04-25,8058.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\8058.T.csv
2026-04-25,8136.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\8136.T.csv
2026-04-25,8306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\8306.T.csv
2026-04-25,8473.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\8473.T.csv
2026-04-25,9412.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\9412.T.csv
2026-04-25,9432.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\9432.T.csv
2026-04-25,9434.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\9434.T.csv
2026-04-25,9984.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-25\9984.T.csv
2026-04-26,1306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\1306.T.csv
2026-04-26,1321.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\1321.T.csv
2026-04-26,5016.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\5016.T.csv
2026-04-26,5803.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\5803.T.csv
2026-04-26,6315.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\6315.T.csv
2026-04-26,6501.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\6501.T.csv
2026-04-26,6526.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\6526.T.csv
2026-04-26,6857.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\6857.T.csv
2026-04-26,6890.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\6890.T.csv
2026-04-26,6920.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\6920.T.csv
2026-04-26,7003.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\7003.T.csv
2026-04-26,7011.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\7011.T.csv
2026-04-26,7012.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\7012.T.csv
2026-04-26,7013.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\7013.T.csv
2026-04-26,7203.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\7203.T.csv
2026-04-26,7974.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\7974.T.csv
2026-04-26,8001.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\8001.T.csv
2026-04-26,8002.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\8002.T.csv
2026-04-26,8031.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\8031.T.csv
2026-04-26,8058.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\8058.T.csv
2026-04-26,8136.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\8136.T.csv
2026-04-26,8306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\8306.T.csv
2026-04-26,8473.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\8473.T.csv
2026-04-26,9412.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\9412.T.csv
2026-04-26,9432.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\9432.T.csv
2026-04-26,9434.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\9434.T.csv
2026-04-26,9984.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-26\9984.T.csv
2026-04-29,1306.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-29\1306.T.csv
2026-04-29,1321.T,missing_intraday_csv,C:\Users\yhach\Documents\tradebotfile\kabu_native\data\intraday_1m\2026-04-29\1321.T.csv
